Name,Address,Club Name,University Name,Car Model,Consistency of Work & Gigs,Freelancing Experience (years),Income Diversification,Financial Risk Events,FICO Score,Credit Score,IScore,Interest Rate (%),Loan Eligibility
624,624,3764500,525,400799,5,4,1,1,555,127500,477.5577918360274,21.825548728953986,0
625,625,334082,1280,787142,8,3,4,0,763,231500,574.7110278105253,12.878440232351691,0
626,626,386473,351,2721240,10,12,4,1,377,38500,743.8687070285623,0.0,1
627,627,1537094,3477,592926,6,19,5,3,640,170000,744.5171120528953,16.658453287706287,0
628,628,4042397,327,3136234,5,12,3,0,551,125500,653.3665971932764,21.692817362638074,0
629,629,2234185,2468,745129,3,1,5,0,564,132000,438.3129631906481,18.0896373183455,0
630,630,1285335,3357,2994080,9,19,1,3,321,10500,758.7616239468128,0.0,1
631,631,1861532,3427,673955,8,1,1,3,401,50500,452.0475247587659,0.0,1
632,632,18031,1893,2650330,8,15,4,2,802,251000,718.4512392385204,9.001256106607844,0
633,633,1982480,4429,3878692,7,6,2,2,832,266000,557.8492335523371,9.382274655076465,0
634,634,4075362,4427,3644677,6,10,1,3,808,254000,548.5387461417332,7.065033607787111,0
635,635,3420152,1844,1835191,8,6,2,2,340,20000,553.2856992954039,0.0,1
636,636,2349063,3609,3482290,10,14,5,1,526,113000,797.6420628451439,19.282004093941808,0
637,637,1810648,4159,1246398,2,8,3,0,616,158000,528.6901349473811,17.837369872496406,0
638,638,1168119,3261,4092114,6,0,3,2,382,41000,447.85533165344253,0.0,1
639,639,4418024,2474,2858151,2,7,2,2,337,18500,459.7609380988966,0.0,1
640,640,780204,1460,1118623,6,1,3,1,417,58500,463.71895658125874,0.0,1
641,641,4786541,595,1153314,5,14,3,1,551,125500,653.6732182811004,20.967127994374465,0
642,642,3756574,1972,727100,3,20,3,1,313,6500,721.328750247142,0.0,1
643,643,420658,4400,2628483,10,14,4,0,700,200000,799.4590277767763,16.305640678651624,0
644,644,883735,2994,2627948,8,17,4,2,537,118500,739.8216359482187,18.402653323691716,0
645,645,446329,4214,3496546,1,18,3,3,797,248500,604.8978856888473,11.3378124800062,0
646,646,2056244,942,4632798,4,20,3,3,314,7000,712.759028594319,0.0,1
647,647,1542074,344,2099016,1,10,4,3,460,80000,500.41673692163533,0.0,1
648,648,4995503,163,1602222,4,20,2,1,625,162500,739.3871430534759,16.25613314851076,0
649,649,3788014,498,862698,9,12,3,2,650,175000,690.151141797327,16.65106710318608,0
650,650,730068,4005,4989817,1,1,4,1,357,28500,385.5037122038568,0.0,1
651,651,2498787,1132,4614290,4,1,3,2,437,68500,411.21696814900247,0.0,1
652,652,3156432,1118,3805164,4,14,1,0,369,34500,620.5474597208051,0.0,1
653,653,4623260,1245,651383,2,2,2,0,605,152500,409.78829872688425,16.01117116756177,0
654,654,859852,3809,1351832,3,9,5,2,303,1500,558.5419573808165,0.0,1
655,655,1017331,2319,4254929,2,16,4,2,841,270500,608.9027351684545,8.559990010890814,0
656,656,2452047,3922,3626302,2,14,1,1,680,190000,585.2451299907307,17.776177171737032,0
657,657,3687002,4241,3696317,10,0,1,2,558,129000,486.7878916857102,18.708906625567316,0
658,658,1097758,155,320854,8,6,5,3,378,39000,595.6992478176621,0.0,1
659,659,735991,1102,2841653,3,17,4,0,403,51500,694.2158309572538,0.0,1
660,660,2158831,4518,1164414,6,4,2,1,512,106000,507.15828106654203,20.606319192319756,0
661,661,4507736,1934,4339094,2,0,5,3,435,67500,373.94574536960147,0.0,1
662,662,1806882,2155,2106599,4,4,2,2,511,105500,461.0900623604045,21.453693096090575,0
663,663,3368967,1336,4465163,9,2,5,0,766,233000,602.4301514698616,13.595032859103469,0
664,664,4510107,3839,2768148,5,9,4,1,686,193000,591.1955597866272,16.940727808388562,0
665,665,880039,1229,1106453,8,8,4,2,430,65000,628.4290158861435,0.0,1
666,666,2135594,4677,1801883,10,15,5,1,543,121500,798.7276797976044,20.456841590884768,0
667,667,4362735,3979,2656976,8,8,5,1,461,80500,641.7897542192152,0.0,1
668,668,92299,1983,177456,2,1,3,3,465,82500,350.4030242615736,0.0,1
669,669,1661001,2598,3300209,9,20,3,1,662,181000,834.9919255159575,15.264028727253363,0
670,670,1821934,517,1019084,1,19,1,1,495,97500,644.6850534924654,0.0,1
671,671,4778249,1870,4941049,9,20,4,2,797,248500,843.5300097687743,10.404565201069515,0
672,672,2559505,2051,2013262,5,14,3,2,416,58000,651.1971292854839,0.0,1
673,673,849932,2358,4325355,1,0,5,1,317,8500,379.88271091014724,0.0,1
674,674,4109769,619,4274533,4,16,1,1,647,173500,647.97535749338,16.93900126199323,0
675,675,4840491,3030,369451,2,10,4,2,472,86000,530.7008123527883,0.0,1
676,676,571247,1275,2792988,7,7,1,3,684,192000,531.1309668379798,16.14671677377231,0
677,677,192860,4758,3159405,1,4,4,2,838,269000,403.09191907489,8.239254005813699,0
678,678,2372803,1501,575809,2,16,4,2,771,235500,636.7539800243906,12.376207507205033,0
679,679,1041874,4678,2627008,6,9,4,0,753,226500,619.4903238903098,13.026875812304008,0
680,680,2322451,1356,2177898,7,1,5,3,352,26000,478.68862302779826,0.0,1
681,681,4778222,2172,129100,5,10,4,1,745,222500,585.1101640856355,13.622718763829818,0
682,682,2242432,379,1430273,3,13,4,0,504,102000,635.3156087455486,20.395927227394935,0
683,683,2825657,1630,2623419,6,6,5,3,303,1500,542.9051406817117,0.0,1
684,684,4500419,120,3250422,4,20,5,2,556,128000,768.1168752609136,19.50801210458985,0
685,685,3627552,3005,2545169,1,19,2,2,332,16000,629.5932112015771,0.0,1
686,686,3511139,4381,1953148,3,20,4,2,655,177500,726.9859734641674,16.19775211380628,0
687,687,106152,3923,3956180,8,15,3,2,308,4000,719.9567105535571,0.0,1
688,688,3498733,278,4199914,3,1,2,1,748,224000,393.63449782312705,12.4375359412262,0
689,689,2494545,1159,4016449,7,16,3,3,633,166500,707.8221070378802,16.24064578439343,0
690,690,3459389,4799,342875,8,3,5,0,494,97000,573.6918301540763,0.0,1
691,691,1823051,4600,4805006,3,19,3,1,353,26500,705.5165958227412,0.0,1
692,692,602731,3232,1372770,3,0,2,1,349,24500,355.4187467306607,0.0,1
693,693,1541197,169,1010963,8,11,4,2,833,266500,679.8804965408788,8.122681402596044,0
694,694,569800,4431,4565170,2,1,1,3,304,2000,305.1369570592213,0.0,1
695,695,2203177,2675,2812157,3,2,4,1,755,227500,433.7724392610172,14.043361603156734,0
696,696,3544011,4048,2742316,1,15,2,1,604,152000,602.5982039660835,17.082967129370342,0
697,697,4541092,880,589623,2,14,3,2,462,81000,590.4822422584955,0.0,1
698,698,2606125,2481,1833700,9,19,5,1,602,151000,844.4712836201186,17.621614752907004,0
699,699,838439,3978,2900797,7,2,4,3,825,262500,486.73517883146064,7.324535070184422,0
700,700,1703170,1171,2473079,9,14,1,1,733,216500,726.6835022732282,10.60604102058372,0
701,701,1278361,1814,4468283,2,18,4,0,363,31500,687.6145232173978,0.0,1
702,702,4056318,3045,273572,10,12,4,3,563,131500,709.0200461205402,18.921629085555978,0
703,703,2819356,2465,3997224,3,17,4,1,605,152500,676.8872714831843,16.762309351706246,0
704,704,30069,3702,1886434,4,20,2,1,612,156000,720.0112653336481,17.073043345086802,0
705,705,605744,4994,1139596,9,2,3,1,447,73500,535.1717528536722,0.0,1
706,706,1575424,1745,777162,1,10,2,0,782,241000,523.8628767070807,10.72412792672329,0
707,707,3208126,755,322390,9,20,5,2,681,190500,848.201252832051,17.48287254934867,0
708,708,4955982,211,2899021,1,4,2,3,756,228000,379.78060773738764,14.030075464968633,0
709,709,835765,1422,3199797,7,3,4,2,377,38500,528.4002234128188,0.0,1
710,710,1921237,199,4707399,6,0,2,0,756,228000,454.0803393112787,12.356652682399698,0
711,711,1717007,602,327571,10,3,2,2,514,107000,544.5917072130538,20.937042488028652,0
712,712,3390400,3954,3425463,8,0,1,1,838,269000,464.88767358244655,9.777308932267514,0
713,713,4592100,3151,2424330,6,2,5,2,551,125500,487.2744389494869,18.195866653184922,0
714,714,4132478,3771,4836911,8,12,1,2,695,197500,644.021169483663,17.01650217328926,0
715,715,1591688,4612,4885517,1,20,2,0,649,174500,688.1870335660178,15.473956853403534,0
716,716,3314345,2679,3190833,6,0,5,1,428,64000,463.3789792244663,0.0,1
717,717,1099323,2564,2657583,8,17,3,1,660,180000,771.5407038304973,16.054628936866138,0
718,718,3819270,167,3357878,6,15,4,2,447,73500,698.6801578054365,0.0,1
719,719,2541707,934,655909,2,3,2,2,659,179500,392.14960842570105,17.00194806081024,0
720,720,3738322,3757,339622,1,19,3,0,538,119000,671.9136527944174,18.664506773370068,0
721,721,1124612,2216,3838548,5,7,3,0,545,122500,557.6661785897738,19.350468270317883,0
722,722,3590019,3604,1197273,9,3,2,2,665,182500,504.47103432084504,16.152956424047044,0
723,723,178729,1999,1253157,10,11,3,3,370,35000,681.3985877316163,0.0,1
724,724,3193906,2445,3195805,6,19,2,0,807,253500,757.531966298971,7.984055492356601,0
725,725,3768070,3123,3748174,4,17,1,0,556,128000,682.8915988830721,19.44012894595477,0
726,726,3353397,436,656131,6,7,5,0,715,207500,620.2467388176059,13.846291023999292,0
727,727,104980,734,710983,7,19,5,1,693,196500,795.7701307619636,16.377417914414806,0
728,728,51944,3706,272545,3,16,3,0,381,40500,667.6170171265132,0.0,1
729,729,4800218,897,3122906,9,11,3,3,305,2500,654.2194402766138,0.0,1
730,730,3920465,4897,1232185,9,3,1,0,543,121500,544.4549242553162,18.77395244517175,0
731,731,2189858,1420,4456168,3,11,4,3,552,126000,541.4245451839016,19.876214790169648,0
732,732,4928899,4798,140712,5,3,5,2,604,152000,503.78095621526927,17.045872108676008,0
733,733,3464174,1948,4723036,3,10,2,3,779,239500,528.5107337268388,14.98505406538058,0
734,734,2882922,3758,1254637,10,6,1,0,717,208500,621.5701540253865,13.65064607250398,0
735,735,1071316,3348,4692527,4,6,4,0,561,130500,556.4361491530628,19.156988417800132,0
736,736,4710527,4165,2390317,9,15,3,1,803,251500,737.8649648034088,7.495754572174613,0
737,737,453043,1451,967340,1,17,2,1,428,64000,618.84537231329,0.0,1
738,738,1936381,4977,926335,6,13,2,2,661,180500,622.7806462188446,15.615647120442974,0
739,739,2728301,468,4887380,10,17,2,1,624,162000,792.6071421937797,16.647903545809275,0
740,740,1328365,4650,477580,2,5,4,1,392,46000,443.45266677468476,0.0,1
741,741,4989511,4563,2158727,2,0,4,2,781,240500,353.4806650293105,14.621765021867729,0
742,742,2153990,4663,4250731,8,7,4,3,499,99500,591.8113992478968,0.0,1
743,743,2734561,3283,4135382,7,17,2,2,657,178500,712.1499624978707,15.016223767474502,0
744,744,3930656,3303,2402809,9,18,5,1,735,217500,830.2879741960021,10.565063612853342,0
745,745,1796707,2603,4272213,5,17,3,0,627,163500,716.6525403987607,17.645590086640038,0
746,746,4950305,1856,1606695,2,3,1,3,470,85000,362.70037835473914,0.0,1
747,747,4708800,2175,3658694,5,9,5,2,525,112500,574.9878337874484,21.478677125036896,0
748,748,298432,3519,1459912,7,10,4,3,725,212500,600.9743401511768,13.442740080050509,0
749,749,3609314,2601,4318218,5,0,4,1,844,272000,444.1295542300986,8.842276274186604,0
750,750,3145238,797,1290634,10,7,2,1,408,54000,638.8622925905483,0.0,1
751,751,4137886,939,2403737,2,6,4,2,707,203500,469.9992874701232,10.066971658479048,0
752,752,3030636,2637,3458167,7,12,4,1,729,214500,676.0673369512333,13.867217100870304,0
753,753,1976104,4158,4655224,3,10,4,0,591,145500,579.503331351543,19.908736256130606,0
754,754,889178,2524,665311,7,8,5,3,500,100000,602.4683017206573,0.0,1
755,755,2503560,1706,4548925,9,7,2,0,635,167500,616.0483810862789,16.318748223715023,0
756,756,4409492,2066,3820326,4,18,4,3,714,207000,677.5731185266995,10.29315862602983,0
757,757,1180423,4796,2188925,5,2,5,2,640,170000,478.77679720912056,16.109372048164783,0
758,758,2666464,886,3053792,6,16,1,0,531,115500,706.7737619195561,21.114603206781045,0
759,759,3898100,304,3199518,4,11,4,1,552,126000,580.7639260224719,20.811173222974237,0
760,760,2996099,4837,305718,9,8,4,2,670,185000,640.1643391021605,16.23047160537628,0
761,761,560712,1104,250092,10,20,2,2,814,257000,831.7749071230933,9.95220322586367,0
762,762,4815705,1597,970588,6,12,2,2,608,154000,595.9897589272316,15.03589036265141,0
763,763,426129,1154,856441,7,16,3,2,741,220500,701.9240405623315,11.088046042614451,0
764,764,1102705,2569,1321087,7,12,2,3,499,99500,602.6130611205781,0.0,1
765,765,2902740,4848,1926150,8,11,1,2,708,204000,623.9990978359813,11.072160670679972,0
766,766,898521,1250,2651719,7,5,5,1,837,268500,581.586455221813,7.395341686250173,0
767,767,2862962,130,2196860,6,19,4,2,493,96500,765.5279954716639,0.0,1
768,768,143166,2860,2147014,1,20,5,3,479,89500,655.0674357043788,0.0,1
769,769,1927302,958,3007623,7,0,4,3,625,162500,435.1426815386957,15.238526803836162,0
770,770,1935451,2406,2856272,4,10,5,0,714,207000,615.0245111957661,11.556565031534902,0
771,771,4081363,343,3394127,6,9,5,3,441,70500,596.5961557366932,0.0,1
772,772,4230096,1144,3962782,3,8,1,2,654,177000,466.8142874299442,17.947604246091934,0
773,773,1161346,378,1440675,3,2,2,1,466,83000,411.0200967789554,0.0,1
774,774,1996528,2699,3058157,1,20,5,3,567,133500,692.6377521561185,18.843841107870723,0
775,775,2073912,3314,654057,9,10,2,3,846,273000,641.0120295059587,8.472887322107345,0
776,776,3931887,4929,4133313,10,9,3,1,488,94000,662.5098463776465,0.0,1
777,777,4388904,3867,1623465,3,11,2,2,566,133000,549.638794786074,21.389424105793157,0
778,778,873728,326,4926630,2,10,2,1,503,101500,520.3973148369301,21.439976265840905,0
779,779,2668870,3981,2271449,1,3,4,2,837,268500,393.18138799349435,9.214842357584931,0
780,780,3775883,4471,1395369,2,6,1,2,688,194000,402.4209985690034,16.721223395962358,0
781,781,4886465,197,3760160,8,3,2,1,407,53500,513.6965692839543,0.0,1
782,782,1269796,1457,4581760,8,18,2,0,648,174000,797.7666985179617,17.380871403287554,0
783,783,4543334,3535,2849922,5,11,1,0,845,272500,603.4510863228932,8.010473355342763,0
784,784,1805846,3913,3305269,4,19,5,0,778,239000,748.4328434787342,13.340136278992048,0
785,785,126623,1262,1430596,6,10,4,2,734,217000,610.9153055552167,14.44471182659283,0
786,786,4278780,2028,3990803,4,8,5,0,580,140000,586.3893259450565,21.0634469994304,0
787,787,2395630,2623,3396655,5,12,2,2,482,91000,592.3619452526882,0.0,1
788,788,4476975,3720,3247678,2,8,1,3,516,108000,435.34372767882667,20.382203293406068,0
789,789,3171518,4160,2589008,3,11,5,2,513,106500,582.3845432303519,18.386137766636985,0
790,790,3405261,456,3969828,3,1,3,3,807,253500,373.3981789122265,8.021811073192866,0
791,791,2477918,2108,872622,3,17,2,1,630,165000,640.912795914894,15.282001520999719,0
792,792,777064,1774,4901865,8,19,1,0,827,263500,779.5441295071021,7.3721667634220065,0
793,793,4544418,1080,1173288,8,9,4,0,694,197000,666.9859919226992,17.487216692021207,0
794,794,2667481,2243,4116858,10,10,5,0,776,238000,744.8202600566701,13.486361602043345,0
795,795,2671213,2001,2162360,3,12,1,1,531,115500,567.8971288388573,19.957131547218047,0
796,796,747500,4090,1352869,7,18,4,1,537,118500,795.6033677447422,18.371934487724374,0
797,797,1711446,2258,3377164,1,15,4,0,552,126000,626.6262888972622,18.3458475816027,0
798,798,4997134,1308,2672452,6,10,3,3,315,7500,557.0279624132188,0.0,1
799,799,3324200,3699,4388091,6,14,2,3,318,9000,614.8895033989673,0.0,1
800,800,4037758,3710,4717631,1,14,1,3,560,130000,514.2115911241176,19.146244504047964,0
801,801,3517707,3041,3960938,5,12,1,1,743,221500,603.6007509794788,13.252488808019919,0
802,802,1563892,3485,2960656,4,17,3,3,720,210000,666.960477256993,14.575076664325032,0
803,803,3499226,1354,2639541,5,17,5,1,479,89500,712.96074107436,0.0,1
804,804,1577758,1955,4927614,10,7,4,1,477,88500,662.1661550595095,0.0,1
805,805,1327521,733,4426126,3,0,4,2,313,6500,399.50940735041127,0.0,1
806,806,3606474,2396,4071168,3,15,3,1,624,162000,621.9103630956643,16.770054706931848,0
807,807,1668685,4206,455368,2,15,4,0,573,136500,653.9011942410489,20.278359252827382,0
808,808,2909357,890,614421,8,18,2,0,793,246500,797.741941830267,14.349661581273969,0
809,809,4442430,2275,2096614,8,10,4,1,716,208000,669.9215425775024,11.631945234392091,0
810,810,2750317,2307,293890,10,2,4,0,669,184500,591.5129418058061,15.350204811746785,0
811,811,3077506,4089,4762663,7,4,3,3,410,55000,516.4690329185247,0.0,1
812,812,4815301,1013,2089108,4,8,5,2,385,42500,549.3690292335821,0.0,1
813,813,3816530,3725,4316750,7,7,4,1,618,159000,586.5803220036778,16.746225379926234,0
814,814,508225,3593,3955480,8,3,1,1,811,255500,520.6032714701892,9.25087931968147,0
815,815,1226394,2025,2533727,9,3,4,0,410,55000,595.897889112185,0.0,1
816,816,979076,4489,3102829,6,11,3,2,840,270000,623.1349898117304,9.29394003598693,0
817,817,3436248,528,3661952,2,7,4,1,334,17000,492.62590640419006,0.0,1
818,818,3174865,2185,4489451,5,11,1,0,440,70000,599.793153822598,0.0,1
819,819,3139819,249,3316099,10,5,4,3,709,204500,584.1377424435707,13.584584669725558,0
820,820,700446,4593,1166716,10,0,4,1,345,22500,528.347691216541,0.0,1
821,821,1167268,4235,864640,4,6,3,1,697,198500,517.168819426403,15.61635256863389,0
822,822,4362901,3285,4164279,5,0,3,3,644,172000,387.5255746941173,17.50409510358091,0
823,823,2648910,4984,4341753,2,0,4,0,468,84000,399.81652721133094,0.0,1
824,824,2880272,1712,2070134,2,20,3,3,429,64500,663.1712509212439,0.0,1
825,825,3967771,2848,3892917,9,8,2,2,526,113000,606.1746073565353,21.333127008876446,0
826,826,1368424,2774,2921643,4,4,3,1,589,144500,470.28615531059785,20.326773174003367,0
827,827,1045686,2238,3086542,4,2,3,3,621,160500,421.83224335957095,15.47630733375001,0
828,828,2311067,1872,4488318,7,4,2,2,551,125500,508.02508456009457,19.596187570616237,0
829,829,1036303,319,2279686,2,0,4,3,532,116000,342.87851108576984,18.60881905981141,0
830,830,628970,4469,945465,5,1,3,3,772,236000,398.09885216274023,10.674566281836714,0
831,831,621281,4047,4907194,3,9,4,2,705,202500,542.8199290293013,14.23530271430009,0
832,832,3366588,3369,1424754,9,1,4,0,812,256000,555.3678976208482,7.513643335235494,0
833,833,2289404,1270,4578053,6,11,2,3,329,14500,572.5995393295906,0.0,1
834,834,2487720,4695,3106429,5,17,5,0,390,45000,752.7380276723984,0.0,1
835,835,2371280,1328,2563796,9,13,5,0,320,10000,749.5740337033286,0.0,1
836,836,2919727,2350,2499346,3,20,1,1,588,144000,675.0677982858008,20.697992341451315,0
837,837,1396877,4307,3245180,4,19,1,0,339,19500,720.5596447518953,0.0,1
838,838,2198724,4539,1646423,1,13,2,1,306,3000,536.2731132319809,0.0,1
839,839,2573749,3073,4024790,3,17,4,1,312,6000,658.0009925759152,0.0,1
840,840,3039904,3552,234314,3,18,5,3,584,142000,696.1123076513795,20.455090251320016,0
841,841,698508,2119,4488366,2,7,1,1,769,234500,470.7478097386433,12.538153487480992,0
842,842,1849112,890,2986162,4,18,5,1,555,127500,719.8742087707216,18.855519330381938,0
843,843,2995832,886,336024,7,3,1,2,423,61500,492.73442686229043,0.0,1
844,844,3470647,3832,2053115,4,8,3,3,339,19500,507.31910200743494,0.0,1
845,845,2869522,996,1378167,8,12,2,3,387,43500,629.8741775483113,0.0,1
846,846,3286120,1237,2103688,1,13,2,1,351,25500,543.2747250000027,0.0,1
847,847,2340111,4136,4805956,3,13,1,2,423,61500,554.117189391962,0.0,1
848,848,2782779,1958,3061147,7,20,1,3,767,233500,724.8356461375595,11.941944906307015,0
849,849,468793,886,864096,4,10,5,3,410,55000,566.338432805318,0.0,1
850,850,3686249,3966,4525168,5,5,1,2,769,234500,457.10372770465995,11.214524966982754,0
851,851,3910106,4519,4706263,2,4,2,3,375,37500,387.1673024449061,0.0,1
852,852,3638031,2790,213839,8,15,2,2,671,185500,705.3890827135347,15.500999119781872,0
853,853,3577160,234,549680,4,8,3,2,800,250000,526.8472796338262,13.764562392814444,0
854,854,2459131,3437,3381860,2,9,3,3,545,122500,476.2260441065834,18.23645082488359,0
855,855,837302,2088,883765,9,11,1,0,432,66000,689.0310885554154,0.0,1
856,856,4905692,726,779494,10,2,1,3,579,139500,485.87445094404166,18.60728065266113,0
857,857,3727867,4225,2695896,7,12,5,0,310,5000,704.6323195614525,0.0,1
858,858,4940002,4825,2837105,9,15,4,3,656,178000,741.6584235103344,16.43745925603173,0
859,859,1449980,3711,4334613,6,9,3,2,357,28500,571.6473395983089,0.0,1
860,860,4493582,246,3911396,4,19,5,2,779,239500,738.8528955396052,14.796699916331342,0
861,861,1649277,1152,2278117,2,10,5,0,666,183000,565.1635760513255,16.69747511561875,0
862,862,4960440,3674,4201510,2,14,3,1,778,239000,591.9889611608291,14.11674018366336,0
863,863,1178563,2963,1505180,5,7,1,0,306,3000,542.1854556146371,0.0,1
864,864,3804389,1038,4269985,4,5,5,3,560,130000,472.62930622139515,21.157775056601004,0
865,865,463925,2656,4980555,8,20,3,1,703,201500,824.8622248961735,12.22713077082743,0
866,866,3510816,3558,4366197,4,3,2,0,327,13500,465.23641939644256,0.0,1
867,867,3592981,229,3993188,1,7,5,1,430,65000,488.4213919015539,0.0,1
868,868,3507446,2885,3702684,3,9,1,0,582,141000,536.1483963939875,21.454489688243644,0
869,869,346257,4050,4917136,4,11,4,0,461,80500,616.4016328766404,0.0,1
870,870,182393,325,587470,4,2,5,2,704,202000,456.82199421610414,11.219321388575707,0
871,871,2283829,3358,2292680,7,3,5,0,737,218500,557.059535666554,11.40855435641637,0
872,872,4523902,4313,4896239,5,7,5,1,485,92500,572.5234194859709,0.0,1
873,873,65138,3829,2436554,6,7,3,2,701,200500,571.6632702277075,10.261402616079437,0
874,874,3488891,3174,2413937,7,19,5,3,683,191500,767.2543421028938,16.695574883532,0
875,875,2881355,431,3627005,9,2,1,1,544,122000,515.4335694990485,21.955219014298372,0
876,876,1116138,3577,1246606,4,11,3,2,470,85000,577.5469377392694,0.0,1
877,877,3963281,2970,3541463,2,9,4,2,319,9500,494.44649234994984,0.0,1
878,878,3693479,4050,1822109,3,20,4,3,706,203000,684.5921821166058,11.047827609772117,0
879,879,751667,1510,3766771,7,8,2,1,623,161500,586.9645749637973,16.569029494458608,0
880,880,4620865,118,1574181,4,6,2,3,418,59000,470.14738511517214,0.0,1
881,881,3658159,1252,969941,5,6,2,2,675,187500,491.7303089100112,16.249159939735637,0
882,882,1559160,1621,4060277,3,7,1,0,536,118000,488.51823766551536,20.460569158964873,0
883,883,4714876,1108,2263564,9,9,5,3,652,176000,650.8959685193971,17.923409507598745,0
884,884,1611745,1528,149136,4,3,5,2,740,220000,462.32763230375826,12.54218299818085,0
885,885,816465,4858,1044359,7,2,5,3,757,228500,486.006006602643,13.86711285927998,0
886,886,2492760,4495,1519333,2,18,5,0,524,112000,716.9821063581,21.57104583543232,0
887,887,502281,4154,4818642,7,7,4,1,403,51500,604.2055441221629,0.0,1
888,888,3771107,2965,4539299,6,5,3,3,503,101500,499.2187022735267,18.630076698154056,0
889,889,867164,1669,843606,8,10,5,2,618,159000,669.2871464006668,17.027129978806776,0
890,890,2753025,3791,358939,8,13,2,3,702,201000,657.1724964270468,13.80521924783724,0
891,891,4281898,2132,3286617,7,18,5,3,490,95000,761.1185729374738,0.0,1
892,892,2601065,3739,1439620,8,18,4,3,375,37500,775.9190898488043,0.0,1
893,893,945235,714,1121884,8,17,2,3,570,135000,711.0812593207269,18.478896493399382,0
894,894,4442645,665,1141101,6,9,2,1,330,15000,583.0768795605733,0.0,1
895,895,1337008,2967,4519981,2,13,5,3,579,139500,597.3983805509597,21.895952474433066,0
896,896,849541,2482,1712655,3,1,5,3,435,67500,392.17906614800575,0.0,1
897,897,3517056,1192,1273479,10,7,3,1,508,104000,650.3858401538573,18.016870896672824,0
898,898,4277850,1952,4067717,5,14,2,0,586,143000,671.5118616107748,20.972469072811286,0
899,899,3639246,2582,3978934,5,7,5,1,638,169000,569.533893989348,17.682864687679952,0
900,900,3834830,1586,887859,1,2,1,0,534,117000,370.08282759992386,19.911858937195287,0
901,901,4160707,298,2364066,6,20,4,2,518,109000,768.0520478496377,18.88089306721338,0
902,902,2382578,3486,2623396,7,18,3,0,587,143500,769.6885053579304,19.18582869537641,0
903,903,2569787,1394,773778,8,8,1,0,646,173000,606.4065250639667,16.420988984092276,0
904,904,4787986,4126,3079291,4,4,4,2,514,107000,478.76785856687115,21.22574565285138,0
905,905,2995437,2301,3902739,8,1,4,0,393,46500,533.6053513649074,0.0,1
906,906,789812,4529,3737916,4,13,1,0,821,260500,619.3513232905145,7.988570389493998,0
907,907,2268443,2866,1686205,10,16,4,2,718,209000,800.2694843107945,12.697888772822461,0
908,908,3283774,3137,400381,1,4,3,2,351,25500,394.05010803248524,0.0,1
909,909,3724924,4882,4510888,2,0,4,3,611,155500,350.51041233456175,16.878941386980035,0
910,910,3034597,2567,3472284,6,11,3,1,577,138500,628.7390655480817,19.014373550466765,0
911,911,4528515,386,2689208,6,12,1,0,742,221000,654.4872081184917,10.351616271978362,0
912,912,1194992,3843,4424512,6,10,4,2,621,160500,600.5540969812268,16.087230625559094,0
913,913,317535,1138,4784724,5,6,4,3,409,54500,524.5872300808719,0.0,1
914,914,3048982,1442,4198646,10,17,1,0,748,224000,797.7179103926904,13.903656710813383,0
915,915,3120601,210,2797364,1,15,4,0,343,21500,616.93497186419,0.0,1
916,916,4382740,4135,1747155,8,5,3,1,476,88000,571.8313070145405,0.0,1
917,917,2045972,940,417526,1,17,4,2,626,163000,612.1886444678412,15.153512785683954,0
918,918,3080579,3861,3310829,1,3,4,0,393,46500,419.04891406438696,0.0,1
919,919,2246181,558,1088894,3,9,2,1,515,107500,536.7925323919034,19.803632570291235,0
920,920,423998,3224,2553831,8,20,2,3,447,73500,782.2177640673699,0.0,1
921,921,227933,2441,4850268,8,20,1,0,582,141000,831.5305776893633,19.646433631871833,0
922,922,520972,2647,3332977,1,0,4,0,450,75000,380.0704603617417,0.0,1
923,923,4108808,3191,3434299,4,5,1,0,784,242000,492.95002382383365,14.307934294362063,0
924,924,1133289,278,298535,5,9,2,1,421,60500,562.5810886742177,0.0,1
925,925,1543396,169,4851471,10,5,1,1,434,67000,590.813129115613,0.0,1
926,926,2641764,4826,1767137,6,7,3,3,405,52500,518.6325495861786,0.0,1
927,927,1046627,2931,1888206,9,18,5,1,334,17000,837.2104865729879,0.0,1
928,928,3263343,3581,4691668,10,15,3,3,704,202000,726.6538900752665,10.341457087871966,0
929,929,744132,3854,2713826,8,7,1,1,796,248000,579.3507329665917,14.721302595593308,0
930,930,3913121,855,1179422,10,3,1,0,488,94000,565.5033413313686,0.0,1
931,931,4746664,1353,958384,1,2,1,2,751,225500,354.39900186383386,11.066481544429813,0
932,932,4885185,3891,1193153,1,9,1,2,366,33000,451.8480508666345,0.0,1
933,933,4306699,1147,751832,7,20,3,3,830,265000,756.429011417695,8.863177025941205,0
934,934,3433967,3793,2064043,4,9,3,0,649,174500,571.0547801421832,16.53061520707264,0
935,935,1357025,3902,1200681,1,6,5,1,711,205500,467.7089986527693,11.326205973052371,0
936,936,4653184,3751,1171829,9,3,1,0,762,231000,541.925869746113,13.832341321266169,0
937,937,2617320,2951,2489603,10,7,3,0,679,189500,681.5346964947495,17.329689614077076,0
938,938,2228880,379,2200781,1,2,4,2,688,194000,374.74479950555394,15.830634013242015,0
939,939,4087517,3200,3767474,3,6,2,0,352,26000,491.91605934187595,0.0,1
