Customer Name,Consistency of Work & Gigs,Freelancing Experience (years),Income Diversification,Financial Risk Events,FICO Score,Credit Score,IScore,Interest Rate (%),Loan Eligibility
1045,4,5,3,2,653,176500,481.6216216,15.3594571,0
1046,2,9,5,3,611,155500,517.2972973,16.36665517,0
1047,2,15,2,2,827,263500,591.8918919,7.869709317,0
1048,8,6,5,1,587,143500,617.8378378,19.17425418,0
1049,2,5,1,0,509,104500,449.1891892,20.09900052,0
1050,6,15,1,1,674,187000,672.972973,16.64412572,0
1051,6,7,3,1,493,96500,569.1891892,0,1
1052,1,3,3,2,571,135500,390.8108108,19.52315665,0
1053,7,19,2,0,540,120000,786.4864865,19.62938006,0
1054,9,17,5,3,777,238500,783.2432432,13.45437811,0
1055,8,4,2,0,509,104500,562.7027027,18.87728737,0
1056,7,11,2,1,482,91000,640.5405405,0,1
1057,10,14,4,1,712,206000,773.5135135,12.18814321,0
1058,7,10,4,3,685,192500,617.8378378,17.0609395,0
1059,8,15,2,1,430,65000,724.8648649,0,1
1060,1,0,1,0,755,227500,348.6486486,10.53465753,0
1061,9,15,4,3,548,124000,737.8378378,20.24424385,0
1062,4,10,3,1,574,137000,578.9189189,19.85892489,0
1063,2,10,3,1,479,89500,540,0,1
1064,2,8,4,3,780,240000,488.1081081,12.6804186,0
1065,2,1,4,1,409,54500,407.027027,0,1
1066,5,1,1,0,484,92000,442.7027027,0,1
1067,2,2,1,3,684,192000,351.8918919,16.79999664,0
1068,3,7,2,3,607,153500,465.4054054,15.7009759,0
1069,2,13,4,3,816,258000,569.1891892,8.017764722,0
1070,3,12,5,1,574,137000,617.8378378,20.47854993,0
1071,2,15,4,1,679,189500,634.0540541,16.0774239,0
1072,5,13,2,0,670,185000,650.2702703,16.99462043,0
1073,9,10,3,0,540,120000,692.4324324,21.50951192,0
1074,9,10,3,2,424,62000,660,0,1
1075,3,8,4,2,466,83000,523.7837838,0,1
1076,9,3,4,3,644,172000,543.2432432,17.33413522,0
1077,5,11,2,2,442,71000,585.4054054,0,1
1078,10,6,2,0,362,31000,634.0540541,0,1
1079,7,17,3,2,654,177000,734.5945946,17.69344176,0
1080,8,11,5,1,451,75500,698.9189189,0,1
1081,5,9,1,1,774,237000,556.2162162,11.43667062,0
1082,4,20,3,1,557,128500,741.0810811,18.61497383,0
1083,10,5,2,0,749,224500,617.8378378,11.19378784,0
1084,9,8,2,1,596,148000,630.8108108,18.69592177,0
1085,3,19,5,1,539,119500,731.3513514,18.16905925,0
1086,4,5,4,1,713,206500,510.8108108,13.80960446,0
1087,10,20,4,2,579,139500,854.5945946,21.57030595,0
1088,10,13,2,3,586,143000,698.9189189,21.00712792,0
1089,10,14,1,1,800,250000,734.5945946,12.64377157,0
1090,2,10,2,3,421,60500,494.5945946,0,1
1091,10,15,1,2,523,111500,734.5945946,21.75237532,0
1092,4,4,5,2,432,66000,491.3513514,0,1
1093,4,0,5,2,706,203000,426.4864865,10.02779262,0
1094,8,20,5,2,594,147000,828.6486486,19.37469565,0
1095,4,5,2,1,366,33000,484.8648649,0,1
1096,10,5,5,3,709,204500,608.1081081,14.30452264,0
1097,6,20,5,0,522,111000,822.1621622,20.09751138,0
1098,3,20,3,3,611,155500,689.1891892,16.03266733,0
1099,9,13,5,2,418,59000,734.5945946,0,1
1100,6,14,4,2,713,206500,679.4594595,10.4224768,0
1101,3,9,4,0,731,215500,572.4324324,10.89081601,0
1102,1,7,4,2,720,210000,468.6486486,10.74604164,0
1103,8,17,5,2,461,80500,780,0,1
1104,6,14,2,0,478,89000,685.9459459,0,1
1105,8,12,5,1,639,169500,715.1351351,16.46855793,0
1106,9,15,2,2,472,86000,728.1081081,0,1
1107,8,14,3,2,449,74500,705.4054054,0,1
1108,9,4,1,0,426,63000,569.1891892,0,1
1109,9,3,4,1,794,247000,575.6756757,11.11060295,0
1110,2,12,5,1,743,221500,598.3783784,11.88441203,0
1111,4,7,2,0,821,260500,533.5135135,9.205095383,0
1112,10,17,3,3,513,106500,776.7567568,18.32857177,0
1113,2,14,4,3,632,166000,585.4054054,16.18460219,0
1114,5,19,1,2,619,159500,702.1621622,16.42372766,0
1115,2,2,1,3,685,192500,351.8918919,17.99129824,0
1116,2,13,4,2,433,66500,585.4054054,0,1
1117,2,8,2,1,617,158500,494.5945946,15.09764714,0
1118,3,10,2,2,596,148000,530.2702703,18.40960681,0
1119,9,10,5,2,749,224500,685.9459459,12.43993951,0
1120,2,11,2,3,506,103000,510.8108108,21.39258596,0
1121,4,14,2,3,361,30500,598.3783784,0,1
1122,1,8,3,1,411,55500,488.1081081,0,1
1123,4,15,2,0,688,194000,663.2432432,16.80510377,0
1124,9,10,4,3,350,25000,656.7567568,0,1
1125,8,12,2,2,331,15500,660,0,1
1126,1,19,5,0,688,194000,708.6486486,15.83206483,0
1127,2,7,1,0,839,269500,481.6216216,9.213440116,0
1128,8,3,3,1,800,250000,543.2432432,10.55720941,0
1129,10,13,2,1,568,134000,731.3513514,20.8736439,0
1130,4,20,5,3,685,192500,734.5945946,15.20122843,0
1131,4,20,3,3,625,162500,708.6486486,15.355962,0
1132,7,8,5,2,351,25500,614.5945946,0,1
1133,2,14,5,0,429,64500,647.027027,0,1
1134,1,18,3,0,498,99000,666.4864865,0,1
1135,3,10,5,0,577,138500,601.6216216,18.33622797,0
1136,4,1,2,0,632,166000,436.2162162,17.39599309,0
1137,8,14,1,2,449,74500,679.4594595,0,1
1138,4,17,5,1,561,130500,718.3783784,20.72115582,0
1139,6,20,5,1,743,221500,805.9459459,13.38590349,0
1140,1,18,2,2,671,185500,621.0810811,15.97287607,0
1141,9,8,4,2,575,137500,640.5405405,20.53272442,0
1142,5,8,2,3,770,235000,520.5405405,10.42970262,0
1143,9,7,5,0,512,106000,669.7297297,20.6963371,0
1144,2,20,3,3,625,162500,669.7297297,16.49957297,0
1145,4,9,2,1,720,210000,549.7297297,10.87445067,0
1146,9,10,5,2,767,233500,685.9459459,10.60192773,0
1147,2,12,4,0,398,49000,601.6216216,0,1
1148,5,11,1,2,480,90000,572.4324324,0,1
1149,4,14,1,3,775,237500,585.4054054,13.75769969,0
1150,4,16,3,0,677,188500,692.4324324,15.30531228,0
1151,2,20,1,2,572,136000,660,20.23557499,0
1152,5,16,3,2,471,85500,679.4594595,0,1
1153,10,14,1,1,614,157000,734.5945946,16.28543672,0
1154,4,7,1,1,676,188000,504.3243243,17.63096081,0
1155,2,11,1,1,804,252000,530.2702703,8.467725826,0
1156,5,8,2,1,628,164000,552.972973,16.79483242,0
1157,5,17,1,3,447,73500,653.5135135,0,1
1158,1,7,4,0,808,254000,501.0810811,8.525612606,0
1159,7,9,5,0,395,47500,663.2432432,0,1
1160,2,20,2,0,397,48500,705.4054054,0,1
1161,2,19,2,1,811,255500,672.972973,8.795282484,0
1162,9,1,1,2,767,233500,488.1081081,11.4105034,0
1163,8,8,4,0,315,7500,653.5135135,0,1
1164,6,19,1,1,367,33500,737.8378378,0,1
1165,3,14,5,0,813,256500,666.4864865,7.843884064,0
1166,10,6,1,1,495,97500,604.8648649,0,1
1167,10,11,2,1,682,191000,698.9189189,16.22206331,0
1168,1,12,4,1,461,80500,565.9459459,0,1
1169,2,19,4,2,394,47000,682.7027027,0,1
1170,10,14,2,0,680,190000,763.7837838,15.93016888,0
1171,5,10,3,0,717,208500,614.5945946,12.60238996,0
1172,9,9,2,1,808,254000,647.027027,8.006748436,0
1173,5,10,5,0,793,246500,640.5405405,13.00533182,0
1174,7,10,5,0,622,161000,679.4594595,17.74320647,0
1175,1,12,4,2,321,10500,549.7297297,0,1
1176,1,15,1,1,419,59500,575.6756757,0,1
1177,6,18,2,0,801,250500,750.8108108,8.497457887,0
1178,10,12,3,3,332,16000,695.6756757,0,1
1179,1,18,5,1,485,92500,676.2162162,0,1
1180,10,5,2,0,748,224000,617.8378378,13.82593423,0
1181,5,14,3,1,654,177000,663.2432432,15.69197379,0
1182,7,8,1,2,575,137500,562.7027027,18.49894214,0
1183,10,8,2,2,312,6000,634.0540541,0,1
1184,6,14,1,3,548,124000,624.3243243,20.83808233,0
1185,4,5,5,3,423,61500,491.3513514,0,1
1186,1,5,3,0,559,129500,455.6756757,21.39487878,0
1187,2,20,5,3,764,232000,695.6756757,14.08472354,0
1188,8,3,3,3,819,259500,510.8108108,7.375082213,0
1189,10,8,4,0,479,89500,692.4324324,0,1
1190,9,3,3,2,429,64500,546.4864865,0,1
1191,2,17,5,0,737,218500,695.6756757,10.97558759,0
1192,1,14,5,1,724,212000,611.3513514,11.22698512,0
1193,9,0,3,2,460,80000,497.8378378,0,1
1194,3,12,5,1,697,198500,617.8378378,16.31871152,0
1195,2,6,3,3,609,154500,442.7027027,16.70376792,0
1196,4,18,1,1,803,251500,682.7027027,9.127148169,0
1197,10,10,3,0,494,97000,711.8918919,0,1
1198,6,0,1,1,609,154500,429.7297297,17.5705642,0
1199,5,0,5,1,562,131000,462.1621622,20.40214033,0
1200,9,16,1,3,499,99500,715.1351351,0,1
1201,3,19,4,1,442,71000,718.3783784,0,1
1202,8,6,2,3,466,83000,546.4864865,0,1
1203,7,13,1,2,724,212000,643.7837838,11.81244021,0
1204,1,18,2,0,322,11000,653.5135135,0,1
1205,1,2,2,1,348,24000,377.8378378,0,1
1206,1,1,1,3,848,274000,316.2162162,8.8286981,0
1207,1,1,5,1,372,36000,400.5405405,0,1
1208,7,14,5,0,583,141500,744.3243243,19.11162452,0
1209,3,13,2,0,524,112000,611.3513514,19.17715786,0
1210,7,6,3,2,621,160500,556.2162162,16.22831567,0
1211,1,1,4,3,731,215500,355.1351351,13.86164991,0
1212,4,7,1,2,784,242000,488.1081081,14.51583283,0
1213,10,0,5,3,762,231000,527.027027,12.56345549,0
1214,10,5,5,2,492,96000,624.3243243,0,1
1215,1,20,1,2,390,45000,640.5405405,0,1
1216,7,11,1,0,838,269000,643.7837838,9.123945697,0
1217,2,12,3,3,611,155500,540,15.46025355,0
1218,6,11,2,1,437,68500,621.0810811,0,1
1219,1,17,1,1,616,158000,608.1081081,17.37910089,0
1220,1,13,4,3,325,12500,549.7297297,0,1
1221,7,11,5,1,782,241000,679.4594595,11.19210913,0
1222,9,6,3,0,378,39000,627.5675676,0,1
1223,10,14,2,3,772,236000,715.1351351,12.65899189,0
1224,10,9,5,3,711,205500,672.972973,14.06890369,0
1225,7,3,5,0,645,172500,565.9459459,15.53787681,0
1226,2,3,2,3,687,193500,381.0810811,17.12374098,0
1227,6,3,4,2,670,185000,501.0810811,15.32333869,0
1228,9,10,4,2,660,180000,672.972973,17.18570321,0
1229,8,9,5,1,586,143000,666.4864865,18.94256858,0
1230,7,10,4,0,583,141500,666.4864865,21.66834354,0
1231,2,20,4,1,311,5500,715.1351351,0,1
1232,9,12,4,2,306,3000,705.4054054,0,1
1233,9,8,2,2,452,76000,614.5945946,0,1
1234,7,2,5,3,738,219000,501.0810811,11.52449245,0
1235,3,18,5,0,439,69500,731.3513514,0,1
1236,3,17,1,0,488,94000,663.2432432,0,1
1237,9,2,5,0,822,261000,588.6486486,7.785629272,0
1238,4,16,4,3,513,106500,656.7567568,18.32754775,0
1239,1,12,2,0,315,7500,556.2162162,0,1
1240,2,8,2,3,397,48500,462.1621622,0,1
1241,6,6,4,3,753,226500,533.5135135,13.76278882,0
1242,4,8,5,0,406,53000,588.6486486,0,1
1243,6,6,4,1,699,199500,565.9459459,17.52053572,0
1244,4,19,1,3,709,204500,666.4864865,13.35099533,0
1245,10,8,1,2,464,82000,621.0810811,0,1
1246,6,8,4,2,455,77500,582.1621622,0,1
1247,2,14,5,1,772,236000,630.8108108,14.17550204,0
1248,7,15,3,2,544,122000,702.1621622,18.50433589,0
1249,10,5,4,0,575,137500,643.7837838,21.62531447,0
1250,9,0,5,1,531,115500,540,20.22629945,0
1251,2,14,3,2,513,106500,588.6486486,20.00430615,0
1252,1,13,1,3,548,124000,510.8108108,21.053463,0
1253,4,18,4,3,377,38500,689.1891892,0,1
1254,10,4,2,2,592,146000,569.1891892,21.76743579,0
1255,1,16,1,3,676,188000,559.4594595,16.44781243,0
1256,5,7,1,3,628,164000,491.3513514,17.3324852,0
1257,7,11,4,1,699,199500,666.4864865,16.08196424,0
1258,6,7,3,0,606,153000,585.4054054,15.09504259,0
1259,9,9,2,2,382,41000,630.8108108,0,1
1260,7,17,1,3,588,144000,692.4324324,20.27347884,0
1261,2,11,1,1,451,75500,530.2702703,0,1
1262,9,4,2,1,618,159000,565.9459459,17.19680317,0
1263,9,1,4,0,318,9000,559.4594595,0,1
1264,9,6,2,0,339,19500,614.5945946,0,1
1265,9,15,1,3,821,260500,698.9189189,9.048442429,0
1266,10,16,4,2,738,219000,789.7297297,13.04853658,0
1267,10,20,3,2,575,137500,841.6216216,18.84423394,0
1268,2,16,4,2,565,132500,634.0540541,21.0452144,0
1269,1,6,1,3,724,212000,397.2972973,13.17297981,0
1270,4,1,5,3,692,196000,426.4864865,16.06422777,0
1271,8,11,1,1,488,94000,647.027027,0,1
1272,3,0,5,1,661,180500,423.2432432,17.73538598,0
1273,7,2,5,0,538,119000,549.7297297,21.33261749,0
1274,6,4,5,0,596,148000,562.7027027,19.8533352,0
1275,3,9,4,0,335,17500,572.4324324,0,1
1276,8,0,2,0,361,30500,497.8378378,0,1
1277,7,1,2,1,751,225500,478.3783784,11.46329353,0
1278,9,3,4,0,629,164500,591.8918919,16.19285377,0
1279,1,10,1,1,647,173500,494.5945946,16.14980716,0
1280,4,14,3,0,757,228500,660,11.03532812,0
1281,3,1,4,0,381,40500,442.7027027,0,1
1282,7,0,2,3,809,254500,429.7297297,9.587638902,0
1283,3,5,2,1,586,143000,465.4054054,19.49422601,0
1284,10,4,2,0,773,236500,601.6216216,10.63148405,0
1285,5,19,1,3,472,86000,685.9459459,0,1
1286,7,20,3,1,430,65000,799.4594595,0,1
1287,2,3,5,2,392,46000,436.2162162,0,1
1288,3,0,5,2,686,193000,407.027027,16.96524159,0
1289,2,8,4,0,437,68500,536.7567568,0,1
1290,4,10,4,2,383,41500,575.6756757,0,1
1291,5,13,5,3,339,19500,640.5405405,0,1
1292,4,2,3,0,389,44500,465.4054054,0,1
1293,3,20,3,3,652,176000,689.1891892,16.05909372,0
1294,10,2,1,3,308,4000,507.5675676,0,1
1295,9,12,3,2,812,256000,692.4324324,9.272154759,0
1296,2,0,5,0,372,36000,420,0,1
1297,10,20,3,1,696,198000,857.8378378,16.96033554,0
1298,2,19,2,0,707,203500,689.1891892,11.22104737,0
1299,9,19,3,3,638,169000,789.7297297,16.50620094,0
1300,10,10,2,1,576,138000,682.7027027,20.1459763,0
1301,9,20,2,0,842,271000,841.6216216,8.177286436,0
1302,3,6,4,2,649,174500,491.3513514,16.37994524,0
1303,2,6,1,0,449,74500,465.4054054,0,1
1304,7,8,5,2,570,135000,614.5945946,18.8440182,0
1305,8,5,4,3,352,26000,556.2162162,0,1
1306,6,17,3,0,782,241000,747.5675676,14.67332498,0
1307,4,7,5,0,767,233500,572.4324324,14.19287963,0
1308,7,5,4,2,681,190500,552.972973,15.44716912,0
1309,4,1,1,0,509,104500,423.2432432,21.7903451,0
1310,8,15,2,2,674,187000,708.6486486,16.2290827,0
1311,2,15,2,0,784,242000,624.3243243,10.77927454,0
1312,8,0,5,2,795,247500,504.3243243,14.36140768,0
1313,4,5,1,3,455,77500,439.4594595,0,1
1314,6,11,2,0,828,264000,637.2972973,8.185175,0
1315,7,6,1,2,710,205000,530.2702703,14.07765908,0
1316,8,14,3,2,312,6000,705.4054054,0,1
1317,10,17,1,1,711,205500,783.2432432,14.36886388,0
1318,8,11,5,0,651,175500,715.1351351,16.28408555,0
1319,1,11,2,1,464,82000,523.7837838,0,1
1320,5,20,4,2,791,245500,757.2972973,14.86738328,0
1321,7,5,3,3,401,50500,523.7837838,0,1
1322,9,11,3,3,367,33500,660,0,1
1323,5,14,2,1,539,119500,650.2702703,20.25611513,0
1324,10,2,3,2,488,94000,549.7297297,0,1
1325,8,1,5,3,819,259500,504.3243243,8.24621784,0
1326,6,10,4,0,581,140500,647.027027,20.00314813,0
1327,9,14,1,1,713,206500,715.1351351,14.41915623,0
1328,8,6,1,0,410,55000,582.1621622,0,1
1329,8,18,5,3,768,234000,780,12.45733425,0
1330,8,6,1,1,460,80000,565.9459459,0,1
1331,7,1,3,2,451,75500,475.1351351,0,1
1332,9,18,2,1,321,10500,792.972973,0,1
1333,2,9,5,0,384,42000,565.9459459,0,1
1334,4,2,4,1,776,238000,462.1621622,10.53163213,0
1335,7,13,5,3,351,25500,679.4594595,0,1
1336,7,8,3,3,714,207000,572.4324324,12.91265754,0
1337,5,8,1,0,356,28000,556.2162162,0,1
1338,4,10,5,3,831,265500,572.4324324,7.351931522,0
1339,3,19,5,0,524,112000,747.5675676,18.07648989,0
1340,8,7,4,1,755,227500,621.0810811,13.55409651,0
1341,5,9,2,3,709,204500,536.7567568,10.56197569,0
1342,1,4,4,0,526,113000,452.4324324,19.3809128,0
1343,5,1,1,3,596,148000,394.0540541,21.3070815,0
1344,2,19,2,3,540,120000,640.5405405,18.36091187,0
1345,9,2,5,3,474,87000,540,0,1
1346,9,8,2,3,671,185500,598.3783784,16.25494335,0
1347,2,14,2,0,781,240500,608.1081081,10.04741352,0
1348,1,7,2,0,421,60500,475.1351351,0,1
1349,1,2,3,2,325,12500,374.5945946,0,1
1350,2,5,1,2,567,133500,416.7567568,20.02751387,0
1351,2,7,2,0,637,168500,494.5945946,17.63050079,0
1352,1,6,5,3,346,23000,449.1891892,0,1
1353,7,4,3,3,633,166500,507.5675676,17.8275923,0
1354,6,12,3,1,356,28000,650.2702703,0,1
1355,9,11,2,1,320,10000,679.4594595,0,1
1356,4,1,3,0,369,34500,449.1891892,0,1
1357,1,12,1,1,468,84000,527.027027,0,1
1358,5,0,5,2,411,55500,445.9459459,0,1
1359,1,7,3,3,413,56500,439.4594595,0,1
1360,6,5,4,0,457,78500,565.9459459,0,1
1361,5,4,1,1,591,145500,475.1351351,20.80354006,0
1362,9,17,3,3,699,199500,757.2972973,15.16366495,0
1363,7,7,3,0,672,186000,604.8648649,15.05332982,0
1364,2,8,3,3,543,121500,475.1351351,18.6558219,0
1365,5,3,2,1,324,12000,471.8918919,0,1
1366,4,16,5,3,340,20000,669.7297297,0,1
1367,7,3,1,1,705,202500,497.8378378,10.5820713,0
1368,1,13,4,1,399,49500,582.1621622,0,1
1369,10,9,2,1,565,132500,666.4864865,18.87997924,0
1370,6,19,2,3,708,204000,718.3783784,13.54906934,0
1371,10,6,5,3,614,157000,624.3243243,15.53322656,0
1372,5,18,3,2,530,115000,711.8918919,21.4148345,0
1373,6,12,3,2,769,234500,634.0540541,11.32285959,0
1374,9,18,5,3,700,200000,799.4594595,15.86739414,0
1375,10,19,2,1,597,148500,828.6486486,20.51389891,0
1376,8,5,5,1,375,37500,601.6216216,0,1
1377,7,12,5,1,464,82000,695.6756757,0,1
1378,3,18,3,0,398,49000,705.4054054,0,1
1379,8,7,5,2,739,219500,617.8378378,10.37790934,0
1380,3,18,1,0,583,141500,679.4594595,21.12307199,0
1381,7,4,1,1,683,191500,514.0540541,15.91905021,0
1382,3,10,2,2,819,259500,530.2702703,9.394087461,0
1383,4,5,2,0,642,171000,501.0810811,16.80627735,0
1384,1,0,5,0,845,272500,400.5405405,8.986683162,0
1385,2,5,1,0,390,45000,449.1891892,0,1
1386,3,6,2,2,508,104000,465.4054054,18.49553606,0
1387,10,18,2,1,598,149000,812.4324324,19.52042799,0
1388,7,3,1,1,342,21000,497.8378378,0,1
1389,10,8,1,1,830,265000,637.2972973,8.085421024,0
1390,4,14,4,2,796,248000,640.5405405,13.33760538,0
1391,6,7,2,1,704,202000,556.2162162,11.55092629,0
1392,7,16,2,3,653,176500,689.1891892,17.43557461,0
1393,2,6,2,1,508,104000,462.1621622,21.19955575,0
1394,5,9,3,1,457,78500,582.1621622,0,1
1395,9,1,3,3,403,51500,497.8378378,0,1
1396,9,12,5,3,363,31500,702.1621622,0,1
1397,4,7,1,3,363,31500,471.8918919,0,1
1398,10,7,4,1,356,28000,660,0,1
1399,5,5,4,3,467,83500,497.8378378,0,1
1400,7,15,3,2,584,142000,702.1621622,19.02949461,0
1401,7,10,5,2,448,74000,647.027027,0,1
1402,1,18,3,1,399,49500,650.2702703,0,1
1403,7,14,5,2,349,24500,711.8918919,0,1
1404,3,12,1,0,452,76000,582.1621622,0,1
1405,10,6,3,3,400,50000,598.3783784,0,1
1406,10,14,2,1,571,135500,747.5675676,19.19802975,0
1407,8,9,3,3,480,90000,608.1081081,0,1
1408,5,9,5,0,526,113000,624.3243243,19.3276601,0
1409,2,16,4,3,332,16000,617.8378378,0,1
1410,10,11,1,3,484,92000,653.5135135,0,1
1411,1,9,2,1,455,77500,491.3513514,0,1
1412,6,4,5,0,430,65000,562.7027027,0,1
1413,9,10,4,0,300,0,705.4054054,0,1
1414,4,5,3,0,536,118000,514.0540541,20.28103019,0
1415,10,4,4,3,636,168000,578.9189189,17.12965136,0
1416,10,10,1,3,420,60000,637.2972973,0,1
1417,3,12,5,3,826,263000,585.4054054,9.233303286,0
1418,8,1,2,2,736,218000,481.6216216,10.60180809,0
1419,10,15,5,3,702,201000,770.2702703,10.15194073,0
1420,8,8,4,2,623,161500,621.0810811,17.32483271,0
1421,2,10,5,1,835,267500,565.9459459,7.452543899,0
1422,6,13,3,3,509,104500,634.0540541,20.05537818,0
1423,6,12,3,3,338,19000,617.8378378,0,1
1424,4,4,5,3,305,2500,475.1351351,0,1
1425,3,11,3,2,605,152500,559.4594595,17.88346997,0
1426,2,14,5,0,394,47000,647.027027,0,1
1427,9,14,2,0,771,235500,744.3243243,11.56712933,0
1428,5,0,2,2,417,58500,407.027027,0,1
1429,9,11,5,1,302,1000,718.3783784,0,1
1430,10,16,2,2,474,87000,763.7837838,0,1
1431,2,2,1,1,602,151000,384.3243243,17.46724903,0
1432,9,20,1,1,395,47500,812.4324324,0,1
1433,8,5,1,3,378,39000,517.2972973,0,1
1434,10,7,2,0,452,76000,650.2702703,0,1
1435,4,7,2,1,698,199000,517.2972973,15.17773198,0
1436,1,12,2,2,495,97500,523.7837838,0,1
1437,8,7,1,1,512,106000,582.1621622,21.05743054,0
1438,8,16,3,3,479,89500,721.6216216,0,1
1439,8,11,1,1,507,103500,647.027027,19.38871003,0
1440,1,12,5,0,347,23500,595.1351351,0,1
1441,4,18,4,0,542,121000,737.8378378,18.77915825,0
1442,2,12,1,3,420,60000,514.0540541,0,1
1443,1,6,4,3,374,37000,436.2162162,0,1
1444,9,12,5,0,722,211000,750.8108108,13.70812763,0
1445,4,17,5,2,742,221000,702.1621622,14.45399727,0
1446,4,20,3,1,356,28000,741.0810811,0,1
1447,3,8,4,3,409,54500,507.5675676,0,1
1448,9,1,3,0,400,50000,546.4864865,0,1
1449,8,6,5,0,459,79500,634.0540541,0,1
1450,4,9,5,3,532,116000,556.2162162,18.72046216,0
1451,6,0,5,3,658,179000,449.1891892,17.3351508,0
1452,1,11,2,3,748,224000,491.3513514,13.56239498,0
1453,6,9,2,2,741,220500,572.4324324,11.37321083,0
1454,2,16,5,2,814,257000,647.027027,9.943568112,0
1455,2,19,1,1,843,271500,660,8.660909678,0
1456,5,8,4,0,811,255500,595.1351351,7.221583629,0
1457,7,1,2,0,429,64500,494.5945946,0,1
1458,4,20,3,1,640,170000,741.0810811,15.25946031,0
1459,5,12,5,3,375,37500,624.3243243,0,1
1460,1,1,5,1,337,18500,400.5405405,0,1
1461,10,3,4,2,462,81000,578.9189189,0,1
1462,6,9,2,0,398,49000,604.8648649,0,1
1463,9,14,1,1,713,206500,715.1351351,14.11432611,0
1464,5,13,1,0,342,21000,637.2972973,0,1
1465,7,15,1,0,553,126500,708.6486486,18.95739377,0
1466,7,3,2,2,627,163500,494.5945946,16.58064419,0
1467,9,5,1,3,673,186500,536.7567568,16.43022846,0
1468,2,16,2,0,594,147000,640.5405405,19.58127225,0
1469,10,11,2,2,603,151500,682.7027027,16.36678321,0
1470,7,0,5,1,561,130500,501.0810811,20.40934828,0
1471,2,9,1,2,743,221500,481.6216216,14.28967161,0
1472,7,5,3,3,588,144000,523.7837838,18.81056345,0
1473,5,18,2,0,641,170500,731.3513514,16.61056406,0
1474,7,15,4,0,598,149000,747.5675676,20.69703542,0
1475,7,6,3,2,648,174000,556.2162162,16.14112866,0
1476,6,13,1,0,570,135000,656.7567568,20.04478687,0
1477,10,9,1,2,329,14500,637.2972973,0,1
1478,8,4,3,1,560,130000,559.4594595,18.46791956,0
1479,4,14,4,2,620,160000,640.5405405,15.37422385,0
1480,7,3,4,0,783,241500,552.972973,13.93190257,0
1481,1,9,4,0,521,110500,533.5135135,18.26017133,0
1482,6,4,5,3,701,200500,514.0540541,10.32310492,0
1483,8,15,4,3,742,221000,718.3783784,12.25721373,0
1484,7,8,5,1,490,95000,630.8108108,0,1
1485,10,7,2,0,409,54500,650.2702703,0,1
1486,2,14,2,2,606,153000,575.6756757,17.85761458,0
1487,5,9,1,1,468,84000,556.2162162,0,1
1488,10,5,2,3,626,163000,569.1891892,15.57935087,0
1489,1,1,5,3,653,176500,368.1081081,16.82184566,0
1490,5,1,1,0,783,241500,442.7027027,12.22585654,0
1491,6,7,3,0,780,240000,585.4054054,12.21737026,0
1492,8,20,3,2,671,185500,802.7027027,16.50324836,0
1493,8,14,3,2,480,90000,705.4054054,0,1
1494,8,16,4,1,408,54000,767.027027,0,1
1495,4,4,4,0,788,244000,510.8108108,11.01975458,0
1496,3,19,1,0,778,239000,695.6756757,12.9445561,0
1497,7,2,3,3,621,160500,475.1351351,16.95349921,0
1498,3,3,4,0,421,60500,475.1351351,0,1
1499,9,14,4,0,558,129000,770.2702703,20.70410912,0
1500,9,13,4,1,527,113500,737.8378378,18.4956806,0
1501,10,0,3,1,414,57000,533.5135135,0,1
1502,9,13,4,0,719,209500,754.0540541,10.65854086,0
1503,1,5,4,3,487,93500,420,0,1
1504,8,19,3,3,497,98500,770.2702703,0,1
1505,4,7,3,0,636,168000,546.4864865,17.10524077,0
1506,5,15,2,1,702,201000,666.4864865,11.86281554,0
1507,4,4,1,2,776,238000,439.4594595,12.84901326,0
1508,1,11,5,1,414,57000,562.7027027,0,1
1509,7,10,5,2,546,123000,647.027027,18.13386838,0
1510,4,1,3,3,374,37000,400.5405405,0,1
1511,3,19,4,2,745,222500,702.1621622,11.79626082,0
1512,9,19,2,0,735,217500,825.4054054,14.93272175,0
1513,1,0,1,1,382,41000,332.4324324,0,1
1514,1,3,2,2,370,35000,377.8378378,0,1
1515,2,18,4,2,710,205000,666.4864865,10.27523757,0
1516,7,12,2,1,800,250000,656.7567568,13.42760634,0
1517,9,8,4,3,582,141000,624.3243243,20.1584705,0
1518,2,2,1,0,377,38500,400.5405405,0,1
1519,3,11,5,0,409,54500,617.8378378,0,1
1520,2,13,3,2,525,112500,572.4324324,19.46295918,0
1521,7,19,2,2,486,93000,754.0540541,0,1
1522,7,20,5,1,538,119000,825.4054054,18.63851965,0
1523,3,10,1,2,590,145000,517.2972973,19.7526057,0
1524,2,16,3,1,512,106000,637.2972973,21.2019603,0
1525,3,17,3,0,828,264000,689.1891892,7.013379265,0
1526,2,3,4,1,397,48500,439.4594595,0,1
1527,2,18,5,0,713,206500,711.8918919,10.89721279,0
1528,2,2,3,1,577,138500,410.2702703,21.30046521,0
1529,5,6,1,0,374,37000,523.7837838,0,1
1530,2,2,2,1,683,191500,397.2972973,15.75356106,0
1531,9,9,5,3,305,2500,653.5135135,0,1
1532,1,19,4,0,640,170000,695.6756757,17.5541534,0
1533,4,16,2,1,585,142500,663.2432432,21.39982034,0
1534,9,3,4,2,761,230500,559.4594595,11.17100379,0
1535,9,8,3,3,679,189500,611.3513514,17.24937744,0
